banda,Popularity,nome,tempo,Energy,Liveness,userId,Acousticness,instrumentalness,Valence,idMusica,Id,Danceability
Macumbia,14.0,Cobertor,111.992,0.729,0.0708,10215796188923215,0.282,0.0,0.764,4Y57JFfrgUf7fe57L47AsU,,0.638
Criolo,46.0,Chuva Ácida,94.025,0.779,0.201,10215796188923215,0.0478,0.0,0.738,4ZfQUFNi3xbDA4dq0MmVhS,,0.703
Calle 13,61.0,Adentro,82.15,0.808,0.427,10215796188923215,0.452,0.0,0.518,5NOtC9vnvCuEy6IaNflffX,,0.333
Macumbia,16.0,Parahyba,116.022,0.798,0.214,10215796188923215,0.115,0.0,0.745,6195OLSa1myfQpQ5vDOh5J,,0.525
Riber Ore,10.0,Raúl de la Guitarra (Homenaje a Raúl García Zárate),113.756,0.407,0.111,10215796188923215,0.924,0.933,0.287,6BEsat4t0e8J4EtC18xU0x,,0.51
Eddie Vedder,58.0,Long Nights,108.577,0.308,0.176,10215796188923215,0.634,0.00199,0.103,6O6uCLip9LyOJhm6iV7M2y,,0.474
Criolo,51.0,Tô pra Ver,90.321,0.814,0.095,10215796188923215,0.184,0.0,0.603,7aoiEKXX4buQg1aIAdnhK9,,0.645
Maluma,62.0,Ya No Es Niña,173.969,0.667,0.11,10215796188923215,0.191,0.0,0.834,5V0YHCNwlupyZYtyXiRSEB,,0.686
Ozuna,68.0,Odisea,98.87,0.659,0.11,10215796188923215,0.556,3e-05,0.203,31ymlaZzsadVgBae5oMguM,,0.661
Francisco el Hombre,33.0,Sincero,100.681,0.304,0.183,10215796188923215,0.897,0.00023,0.238,6YicHXyZ5frQrvY3lVGStp,,0.524
Maluma,61.0,¿Dónde Estás?,172.025,0.75,0.446,10215796188923215,0.0817,1e-05,0.898,0s3JGOUVkEBDSD4oBGUHSv,,0.733
Maluma,58.0,Tu Cariño,176.021,0.679,0.11,10215796188923215,0.365,2e-05,0.718,3Qmqr7nA6Ry3l66gPO5IxM,,0.748
Maluma,58.0,Solos,169.702,0.67,0.277,10215796188923215,0.131,0.0,0.732,6btKOogausCe3NWeT8K3Ua,,0.527
Macumbia,16.0,Pablito,92.0,0.65,0.378,10215796188923215,0.231,0.0,0.562,7rbRhKPNm3TCpHf8wYIpdX,,0.703
Alceu Valença,51.0,Anunciação - Ao Vivo,109.979,0.897,0.984,10215796188923215,0.419,0.0,0.472,3JrFuUhcNLHiD3hJPVaHTy,,0.539
John Newman,57.0,Love Me Again,126.024,0.891,0.0969,2010647765618965,0.00485,0.0002,0.227,3CvRHWTTER3tsaLPAL2Yxv,,0.5
Avicii,76.0,Wake Me Up - Radio Edit,124.08,0.783,0.161,2010647765618965,0.0038,0.0012,0.643,6g1NlCpW7fgqDnWbCCDrHl,,0.532
Anselmo Ralph,25.0,Promessa,82.038,0.813,0.0578,2010647765618965,0.101,0.0,0.503,4YPRG3LX8FlC5KUVCF2Crb,,0.601
Avicii,71.0,The Nights,125.984,0.854,0.242,2010647765618965,0.0178,0.0,0.654,3OwPSJu609AMzotCEyoMiO,,0.529
Anselmo Ralph,26.0,Tas no Ponto,151.948,0.904,0.112,2010647765618965,0.27,0.0,0.837,6cKQ3dyx9xtwfZDEwy9Mxy,,0.696
Anselmo Ralph,25.0,Aplausos para Ti,95.023,0.822,0.0869,2010647765618965,0.0518,0.0,0.557,4GZVXJLlXa47yfsfdF0Kou,,0.692
David Guetta,77.0,Titanium (feat. Sia),126.06,0.796,0.15,2010647765618965,0.0682,0.12,0.265,0TDLuuLlV54CkRRUOahJb4,,0.602
Swedish House Mafia,76.0,Don't You Worry Child (Radio Edit) [feat. John Martin],129.042,0.84,0.116,2010647765618965,0.112,0.0,0.438,2V65y3PX4DkRhy1djlxd9p,,0.612
Anselmo Ralph,26.0,Tem Cuidado,81.039,0.73,0.13,2010647765618965,0.654,0.0,0.176,6PwKMWR4nU3g2FN5BNUwqC,,0.589
1Kilo,81.0,Deixe Me Ir - Acústico,186.581,0.439,0.106,2010647765618965,0.841,0.0,0.705,2srL4DYBekshpbprS6H0mO,,0.555
Rudimental,55.0,Feel The Love (feat. John Newman),179.911,0.706,0.686,2010647765618965,0.0026,0.00018,0.238,0BomfsUcw03fQPKK668Etn,,0.389
Calvin Harris,63.0,We'll Be Coming Back,127.945,0.952,0.598,2010647765618965,0.00131,0.0,0.571,7B1Dl3tXqySkB8OPEwVvSu,,0.596
Anselmo Ralph,23.0,Moça Relaxa,181.95,0.849,0.127,2010647765618965,0.0108,0.0,0.28,1Dn1PA1LBBBkIwdyYjGCut,,0.565
Imagine Dragons,79.0,Demons,179.561,0.71,0.28,2010647765618965,0.202,9e-05,0.416,2Oehrcv4Kov0SuIgWyQY9e,,0.327
Dilsinho,63.0,Trovão,146.106,0.597,0.263,2010647765618965,0.858,0.0,0.522,1q87J3ftrxGqKKSPXYqOhd,,0.546
Anselmo Ralph,24.0,Vai Com Calma,93.975,0.775,0.259,2010647765618965,0.156,0.0,0.32,3Ehg9uvACmVU7IeEw9wuTZ,,0.527
Anselmo Ralph,30.0,Mente para Mim,149.626,0.524,0.105,2010647765618965,0.596,0.0,0.42,0ZBmw7t6ULR5F0CnIn1brF,,0.505
Rudimental,57.0,Waiting All Night (feat. Ella Eyre),174.983,0.728,0.427,2010647765618965,0.00264,0.00959,0.281,1uWTlK72KKpzsCHhu62OV5,,0.544
Anselmo Ralph,28.0,Está Dificil,127.949,0.816,0.111,2010647765618965,0.68,0.0,0.592,3wwOUcbTZp461fd0EA8Uh6,,0.75
Anselmo Ralph,19.0,Se Fosse Eu,140.0,0.796,0.129,2010647765618965,0.205,0.0,0.882,0HDWhHVg6YIz9OwxEyZXm7,,0.653
Calvin Harris,70.0,Sweet Nothing,127.934,0.929,0.0567,2010647765618965,0.197,0.00011,0.582,24LS4lQShWyixJ0ZrJXfJ5,,0.573
Anselmo Ralph,32.0,Assumir Barulho,85.866,0.487,0.137,2010647765618965,0.0816,0.0,0.415,6IvgGdpp8mitArxagvqCIw,,0.524
Sia,61.0,Chandelier,173.793,0.784,0.0713,2010647765618965,0.0163,6e-05,0.618,3D4QFgYa3P9P0gjmv4eX6I,,0.286
Macklemore & Ryan Lewis,82.0,Can't Hold Us - feat. Ray Dalton,146.078,0.922,0.0862,2010647765618965,0.0291,0.0,0.847,3bidbhpOYeV4knp8AIu8Xn,,0.641
Anselmo Ralph,19.0,Bomba Relogio,71.518,0.687,0.708,2010647765618965,0.258,0.0,0.715,0GL9vf4roCquncjC0VNyMa,,0.674
Calvin Harris,74.0,Blame,128.017,0.856,0.343,2010647765618965,0.0289,0.00571,0.35,07nH4ifBxUB4lZcsf44Brn,,0.413
Anselmo Ralph,46.0,Nao Me Toca,179.987,0.756,0.164,2010647765618965,0.0958,0.0001,0.472,24sihC0Yrh6xCEmoDIJsoT,,0.636
Bruno Mars,82.0,When I Was Your Man,72.795,0.28,0.088,2010647765618965,0.932,0.0,0.387,0nJW01T7XtvILxQgC5J7Wh,,0.612
Alesso,65.0,Heroes (we could be),125.92,0.749,0.205,2010647765618965,0.031,0.0,0.356,0VYQK5I08homNvX8SRS37R,,0.516
Zedd,67.0,Clarity,128.003,0.78,0.0751,2010647765618965,0.0376,0.0,0.187,0VGrgE7GbWaINRnh1bR4k9,,0.523
Sebastian Ingrosso,50.0,Reload,128.039,0.743,0.0688,2010647765618965,0.0794,0.0,0.421,2Pn9RYCSFr0ZxVmyL77yld,,0.495
Sam Smith,78.0,I'm Not The Only One,81.994,0.487,0.0772,2010647765618965,0.545,3e-05,0.506,2hYlWnPvVZtQZGWfb35HPQ,,0.679
Anselmo Ralph,20.0,Vou Te Salvar,92.992,0.903,0.153,2010647765618965,0.00569,0.0,0.399,19iOS2Gv60jcyo1i5Kf1BE,,0.678
Anselmo Ralph,28.0,Sem Ti,180.039,0.886,0.124,2010647765618965,0.0837,0.0,0.659,7GzI0Jk377Qpch8KtHvyKq,,0.57
Capital Cities,71.0,Safe And Sound,117.949,0.822,0.0838,2010647765618965,0.00021,0.0047,0.762,6BnONjR7itGMEqwxKTIlRM,,0.653
Bastille,62.0,Pompeii,127.44,0.709,0.266,2010647765618965,0.0749,0.0,0.591,7Fw5i56my24ZBnGS7hFX2n,,0.681
Anselmo Ralph,33.0,Unica Mulher,83.368,0.674,0.118,2010647765618965,0.375,0.0,0.147,14YktWjGW9WwwfJ8U2kwar,,0.375
John Newman,42.0,Cheating,126.085,0.806,0.156,2010647765618965,0.00151,0.0,0.287,1H18cvuPOn2dDgPjGULtsk,,0.512
Zona 5,29.0,Sou Sortudo,88.007,0.524,0.0868,2010647765618965,0.0551,0.0,0.34,2CkCInF8TZXj6E1yoJO94n,,0.737
David Guetta,65.0,She Wolf (Falling to Pieces) [feat. Sia],129.973,0.857,0.344,2010647765618965,0.0841,1e-05,0.393,1SgdUjvppHnIp6L7DZSnwc,,0.492
Anselmo Ralph,23.0,Não Vai Embora,80.101,0.594,0.147,2010647765618965,0.215,0.0,0.456,6VhFts1J04noTtU68dNepr,,0.599
Aerosmith,56.0,Hole In My Soul,75.426,0.703,0.207,2010647765618965,0.0049,0.0,0.225,7kPuCwBWgXy5TGfgwNUKwV,,0.463
MC Kevinho,81.0,Encaixa,163.896,0.789,0.115,2010647765618965,0.354,0.0,0.874,7yYOMPwpV5CsK0cxoAZT6B,,0.674
Daft Punk,75.0,Get Lucky - Radio Edit,116.047,0.811,0.101,2010647765618965,0.0426,0.0,0.862,2Foc5Q5nqNiosCNqttzHof,,0.794
Anselmo Ralph,25.0,Minha Bebé,89.993,0.556,0.113,2010647765618965,0.498,0.0,0.542,4VxrChuv0ZWXLeY0AYIBK4,,0.616
OneRepublic,68.0,If I Lose Myself - Alesso vs OneRepublic,125.979,0.766,0.142,2010647765618965,0.256,1e-05,0.166,3ScJy88F8KqGDfWu8XJhHx,,0.519
Avicii,71.0,Hey Brother,125.014,0.78,0.0828,2010647765618965,0.0309,5e-05,0.458,3zKST4nk4QJE77oLjUZ0Ng,,0.545
Kid Cudi,69.0,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),127.989,0.695,0.0459,2010647765618965,0.0105,0.00355,0.604,2MlcK8OgC5IpQz3l093YSR,,0.723
OneRepublic,77.0,Counting Stars,121.979,0.71,0.119,2010647765618965,0.0603,0.0,0.465,5edBgVtRD0fvWk140Sl21T,,0.662
Anselmo Ralph,24.0,Não Vai Dar,120.023,0.394,0.359,2010647765618965,0.653,0.0,0.597,0HfneXkWuICu6Rzzc132T2,,0.592
Florence + The Machine,57.0,Spectrum (Say My Name) - Calvin Harris Remix,126.138,0.94,0.0915,2010647765618965,0.00223,0.00165,0.607,2bE6bIHyp8CJ5BosfRJxPo,,0.578
Lorde,56.0,Royals,84.822,0.429,0.135,2010647765618965,0.118,0.0,0.321,4zztp85oS36ijgAWwyhX8p,,0.676
Dilsinho,67.0,Refém,147.88,0.542,0.0923,2010647765618965,0.691,0.0,0.837,4muZ1PUxmss4cVmYnpLrvs,,0.653
Armin van Buuren,64.0,This Is What It Feels Like,129.889,0.831,0.0632,2010647765618965,0.0391,0.0,0.144,5GjnIpUlLGEIYk052ISOw9,,0.552
Alok,82.0,Big Jet Plane,124.982,0.713,0.146,2010647765618965,0.113,0.00703,0.277,1xd3OqTbx17HutN7RfJOTj,,0.647
Anselmo Ralph,26.0,Há Quem Queira,76.948,0.262,0.128,2010647765618965,0.773,0.0,0.416,5mO39qLQch76sZiSN968kz,,0.502
Anselmo Ralph,38.0,Curtição,159.681,0.644,0.108,2010647765618965,0.732,0.0,0.61,7eDOkMb4r7AnjD4Ji5pViH,,0.589
MC G15,79.0,Cara Bacana,87.838,0.512,0.0816,2010647765618965,0.0711,0.0,0.725,4BjPsq3MXBNo4Qxg40igEr,,0.599
Banda A Favorita,56.0,Só da Tu,145.003,0.804,0.0946,2010647765618965,0.0552,0.0,0.802,6OQoYdIL9qVexNni0SJqlm,,0.647
Calvin Harris,73.0,Feel So Close - Radio Edit,127.937,0.924,0.204,2010647765618965,0.00097,0.00703,0.919,1gihuPhrLraKYrJMAEONyc,,0.707
Icona Pop,63.0,I Love It (feat. Charli XCX),125.916,0.906,0.153,2010647765618965,0.00952,2e-05,0.824,2U8NXPTXZWG2O0ye2sYRiH,,0.711
Avicii,64.0,I Could Be The One [Avicii vs Nicky Romero] - Nicktim / Radio Edit,127.946,0.79,0.316,2010647765618965,0.332,7e-05,0.638,2bNrvWD9d5Zn9tS8XvcaMk,,0.509
Macklemore & Ryan Lewis,64.0,Thrift Shop (feat. Wanz),94.992,0.526,0.0457,2010647765618965,0.0619,0.0,0.662,3AYcyxEACnmE6d96RPubID,,0.781
Robin Thicke,68.0,Blurred Lines,119.991,0.606,0.0861,2010647765618965,0.00381,1e-05,0.838,0Rz1KXsP4bhGxs0ffySSSn,,0.866
Calvin Harris,69.0,I Need Your Love,124.989,0.869,0.237,2010647765618965,0.41,0.0,0.58,05SBRd4fXgn8FX7bf8BCAE,,0.695
Bebe Rexha,76.0,I Got You,97.99,0.887,0.09,2010647765618965,0.0504,0.0,0.316,1FUViuNSldssMIawrOXF2i,,0.609
Zona 5,30.0,Levanta o Vestido,126.055,0.865,0.168,2010647765618965,0.0631,0.0,0.575,74zxnE5E9N0Gva4r3g8DF5,,0.82
The Goo Goo Dolls,72.0,Iris,155.925,0.715,0.0942,2010647765618965,0.00125,1e-05,0.497,6Qyc6fS4DsZjB2mRW9DsQs,,0.315
David Guetta,65.0,Bad (feat. Vassy) - Radio Edit,127.966,0.972,0.328,2010647765618965,0.00125,0.0186,0.411,6eIacmhkE82vZlMDnGS7aP,,0.614
Glee Cast,63.0,Don't Stop Believin' (Glee Cast Version),123.857,0.604,0.103,2010647765618965,0.038,0.0,0.271,6rjnRocdCULjLF61x2NR5e,,0.473
Kungs,79.0,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,121.972,0.729,0.317,2010647765618965,0.08,3e-05,0.488,0tICYNayWWhH9GPeFrfjfD,,0.793
Ellie Goulding,68.0,Burn,85.409,0.766,0.101,2010647765618965,0.311,0.0,0.299,2GgxS8bUT5G25QJTsfSv0R,,0.31
Dilsinho,51.0,Se Quiser,145.903,0.595,0.107,2010647765618965,0.847,0.0,0.778,2SwJEryTOK3eci3TQO0q9q,,0.608
Hardwell,48.0,Young Again - Radio Edit,128.966,0.81,0.712,2010647765618965,0.0499,0.0,0.282,2yv5k06pZ39cWs6IEL3pHa,,0.558
Glee Cast,54.0,Marry You (Glee Cast Version),144.919,0.768,0.161,2010647765618965,0.0335,1e-05,0.459,3IFo5x0HWlvRu0QIAtefor,,0.637
Martin Garrix,57.0,Animals - Extended,128.015,0.853,0.39,2010647765618965,0.00171,0.724,0.0382,28GieRAflAHypFfEimSaxa,,0.673
Sebastian Ingrosso,60.0,Calling (Lose My Mind) - Radio Edit,125.098,0.849,0.204,2010647765618965,0.00864,0.00013,0.147,34NNeV9jfgNgaALgUr0u9V,,0.416
Glee Cast,53.0,Rumour Has It / Someone Like You (Glee Cast Version),123.071,0.896,0.147,2010647765618965,0.275,0.0,0.751,5iYUt3rsgrGFU0nugdhYwj,,0.64
Red Hot Chili Peppers,80.0,Californication,96.483,0.767,0.127,2010647765618965,0.0021,0.00165,0.328,48UPSzbZjgc449aqz8bxox,,0.592
Glee Cast,57.0,The Scientist (Glee Cast Version),148.626,0.481,0.2,2010647765618965,0.482,0.0,0.224,68iMdxXn1timrxURm9dR8C,,0.506
Zé Felipe,53.0,Não Me Toca - Versão Sertaneja,179.905,0.87,0.507,2010647765618965,0.214,0.0,0.849,6IpB4YFHclrk3wGtNwpblL,,0.566
Anselmo Ralph,23.0,Naifo Liga,74.388,0.396,0.394,2010647765618965,0.414,0.0,0.709,6bbCwDZrclXbliymBxLhgC,,0.616
João Neto & Frederico,75.0,Cê Acredita,93.941,0.925,0.606,2010647765618965,0.316,0.0,0.904,4sVkydp30HWLjOvF2ILbGy,,0.657
Anitta,88.0,Vai malandra (feat. Tropkillaz e DJ Yuri Martins),129.924,0.55,0.294,2010647765618965,0.0227,5e-05,0.557,6u0EAxf1OJTLS7CvInuNd7,,0.876
João Neto & Frederico,53.0,Tá Combinado,109.994,0.939,0.827,2010647765618965,0.558,0.0,0.797,3mlzAvSAmV6FGRPuIm0zTw,,0.672
Icona Pop,25.0,I Love It (feat. Charli XCX) - Tiesto Remix,128.005,0.94,0.481,2010647765618965,0.00093,0.789,0.397,70ceGVMRB9zIHt4NX07Dgi,,0.532
Anselmo Ralph,21.0,Te Vais Lembrar de Mim,165.689,0.508,0.115,2010647765618965,0.885,0.0,0.735,133y6wIGirb7xvMzED2Bw0,,0.448
Dilsinho,51.0,Nada Além,139.94,0.668,0.212,2010647765618965,0.694,0.0,0.611,1lSKtneDrofUwSeIlJ4Kny,,0.61
Hardwell,49.0,Apollo - Radio Edit,128.06,0.742,0.639,2010647765618965,0.015,0.0134,0.275,2voXYNGH8QdnFptUePZ0zF,,0.56
Anselmo Ralph,28.0,Super Homem,147.991,0.571,0.144,2010647765618965,0.527,0.0,0.79,4bQ7OxOWoYDzQW6QW5V7yE,,0.638
Anselmo Ralph,23.0,Domesticado,108.984,0.772,0.0801,2010647765618965,0.0172,0.0,0.888,5o0siNPwdWfT7xvYMBMB95,,0.753
Anselmo Ralph,18.0,Eras Mais Feliz,140.493,0.743,0.231,2010647765618965,0.0389,0.0,0.539,61KVCo1DykYge572txyvUX,,0.372
Major Lazer,81.0,Sua Cara (feat. Anitta & Pabllo Vittar),99.957,0.767,0.101,2010647765618965,0.00812,0.00034,0.637,3ibRxEv4KkcU9e259eyNJA,,0.789
Gusttavo Lima,58.0,Balada - Ao Vivo,128.006,0.958,0.965,2010647765618965,0.17,0.0,0.813,2HHyqgKE4f1BOhJmMfkVF4,,0.675
Ariana Grande,59.0,Problem,103.022,0.798,0.103,2010647765618965,0.0226,2e-05,0.627,3cySlItpiPiIAzU3NyHCJf,,0.66
ConeCrewDiretoria,53.0,Vai Dar Caô,130.039,0.688,0.141,2010647765618965,0.0851,0.0,0.869,0q7CRDn5exWIPbYpp5E687,,0.943
Banda Torpedo,28.0,Ausência,134.995,0.834,0.117,2010647765618965,0.572,0.0,0.898,3kJ6BnKePr26nLKe65c6pv,,0.719
Glee Cast,38.0,Dog Days Are Over (Glee Cast Version),149.898,0.717,0.132,2010647765618965,0.0145,0.0,0.336,3wxACZg78j8h2JxaKpLfr7,,0.539
Akon,58.0,"Sorry, Blame It On Me - Main",176.141,0.65,0.0731,2010647765618965,0.251,2e-05,0.543,6m5jURnwGHY1pVw0sJqBBq,,0.709
C4 Pedro,48.0,Vamos Ficar por Aqui,180.016,0.805,0.302,2010647765618965,0.225,0.0,0.411,6sAukzDGVFKv3Z6dF3pU9X,,0.569
Rael,57.0,Aurora Boreal - Ao Vivo,91.081,0.806,0.967,1753478071331041,0.348,0.0,0.475,5dVWZYgbYqGYSQSoIUBEtd,,0.454
Matheus & Kauan,59.0,Me Amar Amanhã - Na Praia / Ao Vivo,137.536,0.862,0.837,1753478071331041,0.0332,0.0,0.494,6XgEPyhrCHtWd3u8dZtvKl,,0.465
Rael,42.0,Envolvidão - Ao Vivo,87.262,0.891,0.942,1753478071331041,0.491,0.0,0.588,0azi3j1eqHZ2Wm6Rra4UTU,,0.502
Cidade Negra,35.0,A Estrada - Ao Vivo,102.796,0.873,0.832,1753478071331041,0.176,0.0,0.62,5wW6ZL4fJEScfMVy9foh1v,,0.519
Mundo Bita,45.0,Fazendinha,199.844,0.809,0.118,1753478071331041,0.314,0.0,0.797,34wql54jkOhSmc7Sy7qtYA,,0.538
João Neto & Frederico,75.0,Cê Acredita,93.941,0.925,0.606,1753478071331041,0.316,0.0,0.904,4sVkydp30HWLjOvF2ILbGy,,0.657
Haikaiss,66.0,Raplord,148.18,0.691,0.134,1753478071331041,0.0957,0.0,0.489,3YSagrvQP9x32rAjEI48PL,,0.729
Matheus & Kauan,50.0,Abelha Sem Mel - Na Praia / Ao Vivo,129.554,0.838,0.776,1753478071331041,0.0915,0.0,0.576,5t4zL0mKadHNgO6m0Hn59t,,0.406
Wesley Safadão,66.0,Laranjinha - Ao Vivo,174.057,0.95,0.664,1753478071331041,0.0412,0.0,0.642,007QSAaELpVxtX5Z6dMn0U,,0.598
1Kilo,81.0,Deixe Me Ir - Acústico,186.581,0.439,0.106,1753478071331041,0.841,0.0,0.705,2srL4DYBekshpbprS6H0mO,,0.555
Matheus & Kauan,57.0,O Melhor Dos Amores - Ao Vivo,171.554,0.764,0.631,1753478071331041,0.621,0.0,0.601,57KW6aXdGHeDejAKe1dRpm,,0.533
Gabriel O Pensador,56.0,Tô Feliz (Matei o Presidente) 2,103.98,0.63,0.0879,1753478071331041,0.426,0.00085,0.289,1eJCpFxPd8vKfQgNSvVtLP,,0.931
Grupo Doce Encontro,31.0,Segue Sua Vida,97.983,0.919,0.28,1753478071331041,0.283,0.0,0.842,2hDk446hIKTDPG3JO2XiR9,,0.643
Mundo Bita,42.0,Viajar Pelo Safari,174.88,0.82,0.268,1753478071331041,0.119,0.0,0.955,2vfemG0nIh6OsMN49vWpc9,,0.672
Matheus & Kauan,55.0,Amor Assim - Ao Vivo,91.4,0.743,0.617,1753478071331041,0.33,0.0,0.675,0MULdw6HyiNmK33fkuKNvH,,0.42
Matheus & Kauan,67.0,Antídoto - Ao Vivo,178.422,0.794,0.135,1753478071331041,0.581,0.0,0.478,2dvyNlZ8jkLq4DMzVVyXQH,,0.448
Mundo Bita,43.0,Fundo do Mar,185.152,0.589,0.388,1753478071331041,0.657,0.00035,0.892,3T6COhSUR1019RS4JMwLBU,,0.559
Rael,42.0,Ser Feliz - Ao Vivo,94.278,0.871,0.961,1753478071331041,0.0197,0.0,0.37,15ybgLuIUXjrfPBuy3CMCM,,0.472
Matheus & Kauan,55.0,A Rosa E O Beija Flor - Ao Vivo,167.523,0.823,0.7,1753478071331041,0.21,0.0,0.527,4M7QTUeLbwiTu8lM5fqcGO,,0.588
Mundo Bita,41.0,Para Papar,139.976,0.483,0.0226,1753478071331041,0.309,2e-05,0.967,7jzTP5ilBAaBAEuhfTq6Hc,,0.931
Mundo Bita,40.0,De Estimação,105.041,0.861,0.0616,1753478071331041,0.0399,0.0,0.956,3YNU4qRQ2dzkl3IKpIZ17s,,0.734
Leo Santana,63.0,Vai Dar Pt,138.03,0.555,0.154,1753478071331041,0.66,0.00053,0.831,5yraOKvNuFWP4waSl6ey8Q,,0.93
Matheus & Kauan,67.0,Oitava Dose - Ao Vivo,106.983,0.81,0.367,1753478071331041,0.334,0.0,0.541,5kXgLlxHMv3aP7xLxMrjiV,,0.555
Los Hermanos,43.0,Quem Sabe,97.602,0.885,0.128,1753478071331041,0.00568,0.00016,0.779,3OGCwZYxjNuwiQF2596Rfe,,0.434
Mundo Bita,40.0,Dinossauros,97.499,0.885,0.149,1753478071331041,0.561,0.00029,0.886,2c9JSOnIet8d2SIL0BZfhN,,0.604
Matheus & Kauan,69.0,Exclusividade - Ao Vivo,95.027,0.841,0.674,1753478071331041,0.295,0.0,0.483,1Bq86AS6wf5a5cEB8CM6dZ,,0.68
Matheus & Kauan,55.0,Se Quiser Ficar - Ao Vivo,91.951,0.68,0.695,1753478071331041,0.383,0.0,0.4,1V5S1kfh5nbojDhrfRK0ee,,0.466
Cartola,56.0,O Mundo É Um Moinho,83.637,0.259,0.11,1753478071331041,0.939,0.00032,0.519,1xCbDvw3UNReOWq9BbAThc,,0.485
Haikaiss,45.0,Cidade do Crime,120.086,0.647,0.0887,1753478071331041,0.13,0.0,0.395,34TgWd4IOtPkquLB1onI5w,,0.817
Wesley Safadão,60.0,Vidente - Ao Vivo,169.398,0.954,0.94,1753478071331041,0.062,0.0,0.406,7KBmpm3qWtnjrqVQztTYaM,,0.348
Rael,63.0,Envolvidão,87.067,0.773,0.0827,1753478071331041,0.7,0.0,0.937,0R0iipdUdBXavlRr3tYdLK,,0.693
Matheus & Kauan,50.0,Se Entrega - Na Praia / Ao Vivo,113.356,0.751,0.753,1753478071331041,0.0817,0.0,0.538,5guCIDjS0l6iJI6ZrLU2Rj,,0.534
Ferrugem,52.0,Meu Bem,163.918,0.735,0.316,1753478071331041,0.553,0.0,0.889,4iAAAb2fCk15dcjCp52pAx,,0.65
Matheus & Kauan,62.0,Batom Na Camisa - Ao Vivo,147.852,0.735,0.178,1753478071331041,0.353,0.0,0.561,1UINnw1bpndMtOwxdq7j4B,,0.565
Matheus & Kauan,57.0,Tinha Que Ser Eu - Ao Vivo,76.304,0.658,0.743,1753478071331041,0.54,0.0,0.675,3LcxBViPq4H55iZasrqa9S,,0.568
Wesley Safadão,69.0,Sonhei Que Tava Me Casando - Ao Vivo,167.948,0.916,0.767,1753478071331041,0.293,0.0,0.554,6PEdCE0cepdEqbUmAiyFUN,,0.435
Dalsin,40.0,On Hell,130.016,0.456,0.125,1753478071331041,0.111,0.0,0.195,1GHeBr0hBNHID8Dswf2IPo,,0.901
Los Hermanos,43.0,Tenha Dó,188.339,0.869,0.11,1753478071331041,0.048,0.0,0.918,1FLams3rgLwEzc2gW7Yciq,,0.272
Wesley Safadão,60.0,Solteiro de Novo - Ao Vivo,163.056,0.947,0.423,1753478071331041,0.17,0.0,0.758,0qaqJH9K9BLSHgGcJcVJjM,,0.601
Matheus & Kauan,54.0,Abajur - Ao Vivo,95.037,0.379,0.648,1753478071331041,0.658,0.0,0.691,1IR4baAfjWoLGxCmyxPKQ9,,0.687
Haikaiss,49.0,Nome da Rosa,127.991,0.671,0.0933,1753478071331041,0.262,0.0,0.361,2OM4InZW50fN0h0KeRcEBu,,0.732
Jota Quest,44.0,Blecaute - Acústico 2017,106.013,0.862,0.912,1753478071331041,0.303,1e-05,0.756,7bVGv0wfvxswLjCyHrbAJi,,0.686
Inovasamba,41.0,Telegrama,93.308,0.687,0.106,1753478071331041,0.242,0.0,0.958,5fFEIjTXjhoNdHixmkuP93,,0.581
Cidade Negra,43.0,Onde Você Mora? / Firmamento - Ao Vivo,84.57,0.809,0.697,1753478071331041,0.193,0.0,0.732,799nn8g4CxgRKB30WN2kuZ,,0.469
Claudia Leitte,56.0,Taquitá,100.028,0.869,0.183,1753478071331041,0.0803,0.00058,0.747,2P9dJt9C0eeqS0JYyWDw7J,,0.731
Haikaiss,59.0,Raplord,147.651,0.728,0.108,1753478071331041,0.0328,0.0,0.538,4OxrH4XmPoJXL7AOH41tRz,,0.726
Mc Zaac,75.0,Vai Embrazando,129.969,0.691,0.0706,1753478071331041,0.177,0.00019,0.782,1zhfU6YXa2pXUAQdG1NvBZ,,0.895
Matheus & Kauan,62.0,A Rosa E O Beija-Flor - Na Praia / Ao Vivo,166.095,0.937,0.847,1753478071331041,0.0699,0.0,0.578,4GQVVsUnMbZeKIx9vguKlg,,0.46
Wesley Safadão,76.0,Ressaca de Saudade - Ao Vivo,177.892,0.942,0.261,1753478071331041,0.087,0.0,0.393,0r0U9AcE4LP0QzJQDUUlXP,,0.338
Vicente Nery,36.0,Ponto Final - Ao Vivo,111.936,0.682,0.719,1753478071331041,0.576,0.0,0.794,4pTsfGj1UPiZZBUDPorWuc,,0.788
Mundo Bita,39.0,"Xic, Xic, Xic",92.487,0.737,0.0434,1753478071331041,0.11,0.0,0.969,0q3DqdQeJn4JPMLmnWuCZG,,0.852
Mundo Bita,38.0,Como é Verde na Floresta,120.006,0.772,0.0909,1753478071331041,0.0143,0.00012,0.975,1KU5UNqFd2Pphn9L8SC7dp,,0.767
Matheus & Kauan,50.0,Tô Melhor Solteiro - Na Praia / Ao Vivo,176.049,0.921,0.887,1753478071331041,0.114,0.0,0.809,1ljuzG505gt3OTrkYVf7kw,,0.589
